employee_id,directorate,role,grade,tgv_name,tv_name,baseline_score,user_score,tv_match_rate,tgv_match_rate,final_match_rate
EMP101573,HR & Corp Affairs,Data Analyst,IV,Behavior,PAPI_W,0.5,0.88,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Behavior,PAPI_W,0.5,0.88,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Cognitive,Cognitive_Index,0.6,0.77,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Cognitive,Cognitive_Index,0.6,0.77,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Competency,CEX,0.05,0.05,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Competency,CEX,0.05,0.05,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Competency,CSI,0.04,0.04,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Competency,CSI,0.04,0.04,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Competency,IDS,0.05,NULL,NULL,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Competency,IDS,0.05,NULL,NULL,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Competency,SEA,0.05,0.05,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Competency,SEA,0.05,0.05,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Competency,VCU,0.05,0.05,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Competency,VCU,0.05,0.05,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Readiness,Grade,0.5,0.5,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Readiness,Grade,0.5,0.5,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Readiness,Tenure_Years,0.35,0.46,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Readiness,Tenure_Years,0.35,0.46,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Strength DNA,Strength_Match,1,1,100,100,100
EMP101573,HR & Corp Affairs,Data Analyst,IV,Strength DNA,Strength_Match,1,1,100,100,100
EMP101103,Technology,Sales Supervisor,V,Behavior,PAPI_I,0.5,0.88,100,100,99
EMP101103,Technology,Sales Supervisor,V,Behavior,PAPI_I,0.5,0.88,100,100,99
EMP101103,Technology,Sales Supervisor,V,Behavior,PAPI_P,0.63,0.63,100,100,99
EMP101103,Technology,Sales Supervisor,V,Behavior,PAPI_P,0.63,0.63,100,100,99
EMP101103,Technology,Sales Supervisor,V,Behavior,PAPI_W,0.5,NULL,NULL,100,99
EMP101103,Technology,Sales Supervisor,V,Behavior,PAPI_W,0.5,NULL,NULL,100,99
EMP101103,Technology,Sales Supervisor,V,Cognitive,Cognitive_Index,0.6,0.65,100,100,99
EMP101103,Technology,Sales Supervisor,V,Cognitive,Cognitive_Index,0.6,0.65,100,100,99
EMP101103,Technology,Sales Supervisor,V,Competency,CEX,0.05,0.05,100,100,99
EMP101103,Technology,Sales Supervisor,V,Competency,CEX,0.05,0.05,100,100,99
EMP101103,Technology,Sales Supervisor,V,Competency,CSI,0.04,0.04,100,100,99
EMP101103,Technology,Sales Supervisor,V,Competency,CSI,0.04,0.04,100,100,99
EMP101103,Technology,Sales Supervisor,V,Competency,IDS,0.05,0.05,100,100,99
EMP101103,Technology,Sales Supervisor,V,Competency,IDS,0.05,0.05,100,100,99
EMP101103,Technology,Sales Supervisor,V,Competency,SEA,0.05,0.05,100,100,99
EMP101103,Technology,Sales Supervisor,V,Competency,SEA,0.05,0.05,100,100,99
EMP101103,Technology,Sales Supervisor,V,Competency,VCU,0.05,0.05,100,100,99
EMP101103,Technology,Sales Supervisor,V,Competency,VCU,0.05,0.05,100,100,99
EMP101103,Technology,Sales Supervisor,V,Readiness,Grade,0.5,1,100,87.5,99
EMP101103,Technology,Sales Supervisor,V,Readiness,Grade,0.5,1,100,87.5,99
EMP101103,Technology,Sales Supervisor,V,Readiness,Tenure_Years,0.35,0.26,75,87.5,99
EMP101103,Technology,Sales Supervisor,V,Readiness,Tenure_Years,0.35,0.26,75,87.5,99
EMP101103,Technology,Sales Supervisor,V,Strength DNA,Strength_Match,1,2,100,100,99
EMP101103,Technology,Sales Supervisor,V,Strength DNA,Strength_Match,1,2,100,100,99
EMP101792,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_I,0.5,0.5,100,86.67,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_I,0.5,0.5,100,86.67,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_P,0.63,0.38,60,86.67,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_P,0.63,0.38,60,86.67,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_W,0.5,0.75,100,86.67,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_W,0.5,0.75,100,86.67,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Cognitive,Cognitive_Index,0.6,0.7,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Cognitive,Cognitive_Index,0.6,0.7,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Competency,CEX,0.05,0.05,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Competency,CEX,0.05,0.05,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Competency,CSI,0.04,0.04,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Competency,CSI,0.04,0.04,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Competency,IDS,0.05,0.05,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Competency,IDS,0.05,0.05,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Competency,SEA,0.05,0.05,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Competency,SEA,0.05,0.05,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Competency,VCU,0.05,0.05,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Competency,VCU,0.05,0.05,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Readiness,Grade,0.5,1,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Readiness,Grade,0.5,1,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Readiness,Tenure_Years,0.35,0.52,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Readiness,Tenure_Years,0.35,0.52,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Strength DNA,Strength_Match,1,1,100,100,98.67
EMP101792,HR & Corp Affairs,Finance Officer,V,Strength DNA,Strength_Match,1,1,100,100,98.67
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Behavior,PAPI_I,0.5,0.5,100,91.67,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Behavior,PAPI_I,0.5,0.5,100,91.67,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Behavior,PAPI_P,0.63,1,100,91.67,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Behavior,PAPI_P,0.63,1,100,91.67,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Behavior,PAPI_W,0.5,0.38,75,91.67,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Behavior,PAPI_W,0.5,0.38,75,91.67,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Cognitive,Cognitive_Index,0.6,0.8,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Cognitive,Cognitive_Index,0.6,0.8,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Competency,CEX,0.05,0.05,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Competency,CEX,0.05,0.05,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Competency,CSI,0.04,0.04,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Competency,CSI,0.04,0.04,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Competency,IDS,0.05,0.05,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Competency,IDS,0.05,0.05,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Competency,SEA,0.05,0.05,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Competency,SEA,0.05,0.05,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Competency,VCU,0.05,0.05,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Competency,VCU,0.05,0.05,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Readiness,Grade,0.5,1,100,88.46,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Readiness,Grade,0.5,1,100,88.46,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Readiness,Tenure_Years,0.35,0.27,76.92,88.46,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Readiness,Tenure_Years,0.35,0.27,76.92,88.46,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Strength DNA,Strength_Match,1,2,100,100,98.24
EMP100962,HR & Corp Affairs,Sales Supervisor,V,Strength DNA,Strength_Match,1,2,100,100,98.24
EMP101286,Technology,Data Analyst,V,Behavior,PAPI_I,0.5,NULL,NULL,100,97.93
EMP101286,Technology,Data Analyst,V,Behavior,PAPI_I,0.5,NULL,NULL,100,97.93
EMP101286,Technology,Data Analyst,V,Behavior,PAPI_P,0.63,1,100,100,97.93
EMP101286,Technology,Data Analyst,V,Behavior,PAPI_P,0.63,1,100,100,97.93
EMP101286,Technology,Data Analyst,V,Behavior,PAPI_W,0.5,0.88,100,100,97.93
EMP101286,Technology,Data Analyst,V,Behavior,PAPI_W,0.5,0.88,100,100,97.93
EMP101286,Technology,Data Analyst,V,Cognitive,Cognitive_Index,0.6,0.48,79.35,79.35,97.93
EMP101286,Technology,Data Analyst,V,Cognitive,Cognitive_Index,0.6,0.48,79.35,79.35,97.93
EMP101286,Technology,Data Analyst,V,Competency,CEX,0.05,0.05,100,100,97.93
EMP101286,Technology,Data Analyst,V,Competency,CEX,0.05,0.05,100,100,97.93
EMP101286,Technology,Data Analyst,V,Competency,CSI,0.04,0.04,100,100,97.93
EMP101286,Technology,Data Analyst,V,Competency,CSI,0.04,0.04,100,100,97.93
EMP101286,Technology,Data Analyst,V,Competency,IDS,0.05,0.05,100,100,97.93
EMP101286,Technology,Data Analyst,V,Competency,IDS,0.05,0.05,100,100,97.93
EMP101286,Technology,Data Analyst,V,Competency,SEA,0.05,0.05,100,100,97.93
EMP101286,Technology,Data Analyst,V,Competency,SEA,0.05,0.05,100,100,97.93
EMP101286,Technology,Data Analyst,V,Competency,VCU,0.05,0.05,100,100,97.93
EMP101286,Technology,Data Analyst,V,Competency,VCU,0.05,0.05,100,100,97.93
EMP101286,Technology,Data Analyst,V,Readiness,Grade,0.5,1,100,100,97.93
EMP101286,Technology,Data Analyst,V,Readiness,Grade,0.5,1,100,100,97.93
EMP101286,Technology,Data Analyst,V,Readiness,Tenure_Years,0.35,0.44,100,100,97.93
EMP101286,Technology,Data Analyst,V,Readiness,Tenure_Years,0.35,0.44,100,100,97.93
EMP101286,Technology,Data Analyst,V,Strength DNA,Strength_Match,1,1,100,100,97.93
EMP101286,Technology,Data Analyst,V,Strength DNA,Strength_Match,1,1,100,100,97.93
EMP100761,Commercial,Finance Officer,IV,Behavior,PAPI_I,0.5,0.25,50,83.33,97.76
EMP100761,Commercial,Finance Officer,IV,Behavior,PAPI_I,0.5,0.25,50,83.33,97.76
EMP100761,Commercial,Finance Officer,IV,Behavior,PAPI_P,0.63,1,100,83.33,97.76
EMP100761,Commercial,Finance Officer,IV,Behavior,PAPI_P,0.63,1,100,83.33,97.76
EMP100761,Commercial,Finance Officer,IV,Behavior,PAPI_W,0.5,0.75,100,83.33,97.76
EMP100761,Commercial,Finance Officer,IV,Behavior,PAPI_W,0.5,0.75,100,83.33,97.76
EMP100761,Commercial,Finance Officer,IV,Cognitive,Cognitive_Index,0.6,0.57,94.26,94.26,97.76
EMP100761,Commercial,Finance Officer,IV,Cognitive,Cognitive_Index,0.6,0.57,94.26,94.26,97.76
EMP100761,Commercial,Finance Officer,IV,Competency,CEX,0.05,0.05,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Competency,CEX,0.05,0.05,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Competency,CSI,0.04,0.04,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Competency,CSI,0.04,0.04,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Competency,IDS,0.05,0.05,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Competency,IDS,0.05,0.05,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Competency,SEA,0.05,0.05,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Competency,SEA,0.05,0.05,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Competency,VCU,0.05,0.05,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Competency,VCU,0.05,0.05,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Readiness,Grade,0.5,0.5,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Readiness,Grade,0.5,0.5,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Readiness,Tenure_Years,0.35,0.38,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Readiness,Tenure_Years,0.35,0.38,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Strength DNA,Strength_Match,1,1,100,100,97.76
EMP100761,Commercial,Finance Officer,IV,Strength DNA,Strength_Match,1,1,100,100,97.76
EMP100758,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_I,0.5,NULL,NULL,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_I,0.5,NULL,NULL,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_P,0.63,0.75,100,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_P,0.63,0.75,100,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_W,0.5,NULL,NULL,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Behavior,PAPI_W,0.5,NULL,NULL,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Cognitive,Cognitive_Index,0.6,0.65,100,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Cognitive,Cognitive_Index,0.6,0.65,100,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Competency,CEX,0.05,0.05,100,96,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Competency,CEX,0.05,0.05,100,96,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Competency,CSI,0.04,0.04,100,96,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Competency,CSI,0.04,0.04,100,96,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Competency,IDS,0.05,0.05,100,96,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Competency,IDS,0.05,0.05,100,96,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Competency,SEA,0.05,0.05,100,96,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Competency,SEA,0.05,0.05,100,96,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Competency,VCU,0.05,0.04,80,96,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Competency,VCU,0.05,0.04,80,96,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Readiness,Grade,0.5,1,100,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Readiness,Grade,0.5,1,100,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Readiness,Tenure_Years,0.35,0.49,100,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Readiness,Tenure_Years,0.35,0.49,100,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Strength DNA,Strength_Match,1,1,100,100,97.72
EMP100758,HR & Corp Affairs,Finance Officer,V,Strength DNA,Strength_Match,1,1,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Behavior,PAPI_I,0.5,0.63,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Behavior,PAPI_I,0.5,0.63,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Behavior,PAPI_P,0.63,0.75,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Behavior,PAPI_P,0.63,0.75,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Behavior,PAPI_W,0.5,0.88,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Behavior,PAPI_W,0.5,0.88,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Cognitive,Cognitive_Index,0.6,0.64,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Cognitive,Cognitive_Index,0.6,0.64,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Competency,CEX,0.05,0.04,80,96,97.72
EMP101684,Technology,Brand Executive,IV,Competency,CEX,0.05,0.04,80,96,97.72
EMP101684,Technology,Brand Executive,IV,Competency,CSI,0.04,0.04,100,96,97.72
EMP101684,Technology,Brand Executive,IV,Competency,CSI,0.04,0.04,100,96,97.72
EMP101684,Technology,Brand Executive,IV,Competency,IDS,0.05,0.05,100,96,97.72
EMP101684,Technology,Brand Executive,IV,Competency,IDS,0.05,0.05,100,96,97.72
EMP101684,Technology,Brand Executive,IV,Competency,SEA,0.05,0.05,100,96,97.72
EMP101684,Technology,Brand Executive,IV,Competency,SEA,0.05,0.05,100,96,97.72
EMP101684,Technology,Brand Executive,IV,Competency,VCU,0.05,0.05,100,96,97.72
EMP101684,Technology,Brand Executive,IV,Competency,VCU,0.05,0.05,100,96,97.72
EMP101684,Technology,Brand Executive,IV,Readiness,Grade,0.5,0.5,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Readiness,Grade,0.5,0.5,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Readiness,Tenure_Years,0.35,0.66,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Readiness,Tenure_Years,0.35,0.66,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Strength DNA,Strength_Match,1,1,100,100,97.72
EMP101684,Technology,Brand Executive,IV,Strength DNA,Strength_Match,1,1,100,100,97.72
EMP100605,HR & Corp Affairs,Brand Executive,V,Behavior,PAPI_I,0.5,0.88,100,75,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Behavior,PAPI_I,0.5,0.88,100,75,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Behavior,PAPI_P,0.63,0.88,100,75,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Behavior,PAPI_P,0.63,0.88,100,75,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Behavior,PAPI_W,0.5,0.13,25,75,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Behavior,PAPI_W,0.5,0.13,25,75,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Cognitive,Cognitive_Index,0.6,0.77,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Cognitive,Cognitive_Index,0.6,0.77,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Competency,CEX,0.05,NULL,NULL,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Competency,CEX,0.05,NULL,NULL,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Competency,CSI,0.04,0.04,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Competency,CSI,0.04,0.04,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Competency,IDS,0.05,0.05,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Competency,IDS,0.05,0.05,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Competency,SEA,0.05,0.05,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Competency,SEA,0.05,0.05,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Competency,VCU,0.05,0.05,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Competency,VCU,0.05,0.05,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Readiness,Grade,0.5,1,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Readiness,Grade,0.5,1,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Readiness,Tenure_Years,0.35,0.49,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Readiness,Tenure_Years,0.35,0.49,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Strength DNA,Strength_Match,1,1,100,100,97.5
EMP100605,HR & Corp Affairs,Brand Executive,V,Strength DNA,Strength_Match,1,1,100,100,97.5
EMP101343,HR & Corp Affairs,Finance Officer,IV,Behavior,PAPI_I,0.5,0.88,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Behavior,PAPI_I,0.5,0.88,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Behavior,PAPI_P,0.63,0.88,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Behavior,PAPI_P,0.63,0.88,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Behavior,PAPI_W,0.5,0.75,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Behavior,PAPI_W,0.5,0.75,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Cognitive,Cognitive_Index,0.6,0.63,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Cognitive,Cognitive_Index,0.6,0.63,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Competency,CEX,0.05,0.05,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Competency,CEX,0.05,0.05,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Competency,CSI,0.04,NULL,NULL,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Competency,CSI,0.04,NULL,NULL,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Competency,IDS,0.05,0.05,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Competency,IDS,0.05,0.05,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Competency,SEA,0.05,0.05,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Competency,SEA,0.05,0.05,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Competency,VCU,0.05,0.05,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Competency,VCU,0.05,0.05,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Readiness,Grade,0.5,0.5,100,68.27,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Readiness,Grade,0.5,0.5,100,68.27,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Readiness,Tenure_Years,0.35,0.13,36.54,68.27,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Readiness,Tenure_Years,0.35,0.13,36.54,68.27,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Strength DNA,Strength_Match,1,1,100,100,97.46
EMP101343,HR & Corp Affairs,Finance Officer,IV,Strength DNA,Strength_Match,1,1,100,100,97.46
EMP100785,Technology,Data Analyst,IV,Behavior,PAPI_I,0.5,NULL,NULL,100,97.15
EMP100785,Technology,Data Analyst,IV,Behavior,PAPI_I,0.5,NULL,NULL,100,97.15
EMP100785,Technology,Data Analyst,IV,Behavior,PAPI_P,0.63,0.88,100,100,97.15
EMP100785,Technology,Data Analyst,IV,Behavior,PAPI_P,0.63,0.88,100,100,97.15
EMP100785,Technology,Data Analyst,IV,Behavior,PAPI_W,0.5,1,100,100,97.15
EMP100785,Technology,Data Analyst,IV,Behavior,PAPI_W,0.5,1,100,100,97.15
EMP100785,Technology,Data Analyst,IV,Cognitive,Cognitive_Index,0.6,0.62,100,100,97.15
EMP100785,Technology,Data Analyst,IV,Cognitive,Cognitive_Index,0.6,0.62,100,100,97.15
EMP100785,Technology,Data Analyst,IV,Competency,CEX,0.05,NULL,NULL,95,97.15
EMP100785,Technology,Data Analyst,IV,Competency,CEX,0.05,NULL,NULL,95,97.15
EMP100785,Technology,Data Analyst,IV,Competency,CSI,0.04,0.04,100,95,97.15
